#Legenda: 1)Istante 2)Posizione
Legenda:
 1)istante 2)media 3)errore sulla media 4)varianza 5)errore sulla varianza0 0.000000 0.576297 0.000000 -6039201084133730170806762329974662023969809382125969127182887039052524513651210217448275968.000000
1 0.000000 0.000000 0.000000 0.000000
2 0.120000 0.100000 1.000000 0.000000
3 0.280000 0.135647 1.840000 0.183303
4 0.280000 0.163707 2.680000 0.296648
5 0.460000 0.204939 4.200000 0.468188
6 0.540000 0.232379 5.400000 0.684690
7 0.660000 0.260000 6.760000 0.890842
8 0.500000 0.290517 8.440000 0.977343
9 0.500000 0.307896 9.480000 1.195324
10 0.580000 0.323110 10.440000 1.368211
11 0.480000 0.331059 10.960000 1.383908
12 0.460000 0.338821 11.480000 1.568184
13 0.540000 0.362767 13.160000 1.901999
14 0.500000 0.368239 13.560000 1.959184
15 0.580000 0.398497 15.880000 2.281052
16 0.340000 0.410366 16.840000 2.207623
17 0.540000 0.414246 17.160000 2.236068
18 0.640000 0.414246 17.160000 2.129413
19 0.600000 0.429884 18.480000 2.338204
20 0.520000 0.457384 20.920000 2.659022
21 0.520000 0.453431 20.560000 2.619924
22 0.540000 0.470319 22.120000 2.909295
23 0.480000 0.469894 22.080000 3.000533
24 0.300000 0.479583 23.000000 2.898551
25 0.320000 0.486621 23.680000 2.972945
26 0.360000 0.495984 24.600000 3.066985
27 0.500000 0.498397 24.840000 3.146554
28 0.600000 0.505569 25.560000 3.044470
29 0.560000 0.529906 28.080000 3.436743
30 0.600000 0.532541 28.360000 3.322650
31 0.620000 0.560357 31.400000 3.732667
32 0.680000 0.564624 31.880000 3.683911
33 0.540000 0.585491 34.280000 3.992192
34 0.400000 0.600333 36.040000 4.459596
35 0.320000 0.600000 36.000000 4.368432
36 0.240000 0.598331 35.800000 4.640862
37 0.180000 0.612209 37.480000 5.113903
38 0.420000 0.606300 36.760000 5.007035
39 0.360000 0.619032 38.320000 5.165578
40 0.640000 0.636553 40.520000 5.573939
41 0.620000 0.638436 40.760000 5.538375
42 0.700000 0.639062 40.840000 5.284543
43 0.740000 0.634035 40.200000 5.190145
44 0.780000 0.628331 39.480000 4.751589
45 0.960000 0.627375 39.360000 4.868840
46 1.080000 0.638436 40.760000 5.208455
47 1.180000 0.623859 38.920000 4.999840
48 1.200000 0.637809 40.680000 5.233737
49 1.260000 0.635925 40.440000 5.705156
50 1.400000 0.641561 41.160000 5.745259
51 1.360000 0.651767 42.480000 5.764026
52 1.320000 0.663626 44.040000 5.934037
53 1.360000 0.689348 47.520000 6.765087
54 1.320000 0.688477 47.400000 7.034316
55 1.300000 0.701142 49.160000 7.167482
56 1.380000 0.695989 48.440000 7.384416
57 1.300000 0.721388 52.040000 8.253678
58 1.340000 0.729657 53.240000 8.174595
59 1.160000 0.728286 53.040000 7.532861
60 1.040000 0.741620 55.000000 8.333163
61 0.960000 0.753127 56.720000 9.075858
62 0.980000 0.769675 59.240000 9.803673
63 0.860000 0.785111 61.640000 9.898687
64 0.840000 0.794229 63.080000 10.246873
65 0.860000 0.819512 67.160000 10.730965
66 0.900000 0.821462 67.480000 10.884337
67 0.860000 0.834026 69.560000 10.927397
68 1.000000 0.841190 70.760000 10.779388
69 0.980000 0.848764 72.040000 10.490453
70 0.900000 0.840238 70.600000 10.559394
71 1.000000 0.862090 74.320000 11.390733
72 0.940000 0.870632 75.800000 11.315335
73 0.940000 0.876128 76.760000 11.299487
74 0.940000 0.894204 79.960000 11.765917
75 0.920000 0.897106 80.480000 11.090825
76 0.960000 0.902219 81.400000 10.772038
77 1.000000 0.914768 83.680000 11.489125
78 1.060000 0.932738 87.000000 12.021115
79 1.100000 0.946361 89.560000 12.482179
80 1.060000 0.943398 89.000000 12.234770
81 0.980000 0.942125 88.760000 11.941122
82 1.280000 0.954358 91.080000 12.607426
83 1.180000 0.970155 94.120000 13.575743
84 1.220000 0.971802 94.440000 13.613993
85 1.160000 0.979388 95.920000 13.793796
86 1.160000 0.985698 97.160000 14.349467
87 1.080000 0.998799 99.760000 14.982069
88 1.100000 0.991363 98.280000 15.104754
89 1.320000 1.003195 100.640000 15.252960
90 1.360000 1.018037 103.640000 15.820341
91 1.300000 1.021176 104.280000 15.958647
92 1.360000 1.023132 104.680000 16.376080
93 1.320000 1.031504 106.400000 16.130270
94 1.200000 1.032473 106.600000 16.426613
95 1.240000 1.016661 103.360000 16.159356
96 1.260000 1.008960 101.800000 16.484465
97 1.400000 1.011929 102.400000 16.471260
98 1.560000 1.023132 104.680000 16.303521
99 1.580000 1.016858 103.400000 16.165346
100 1.600000 1.008563 101.720000 15.346504
101 1.600000 0.993177 98.640000 14.242584
102 1.640000 0.994585 98.920000 14.202310
103 1.640000 0.983463 96.720000 13.479763
104 1.620000 1.004589 100.920000 14.375590
105 1.540000 1.014495 102.920000 14.905838
106 1.640000 1.002597 100.520000 14.125834
107 1.700000 1.023523 104.760000 14.661733
108 1.820000 1.032085 106.520000 15.025791
109 1.860000 1.024695 105.000000 14.831372
110 1.800000 1.035954 107.320000 15.229603
111 1.700000 1.032860 106.680000 14.753766
112 1.740000 1.047473 109.720000 15.539936
113 1.720000 1.047282 109.680000 14.972722
114 1.780000 1.035954 107.320000 14.047519
115 1.660000 1.045945 109.400000 14.720543
116 1.480000 1.049381 110.120000 14.488285
117 1.560000 1.067708 114.000000 15.213152
118 1.340000 1.056598 111.640000 14.320503
119 1.360000 1.061697 112.720000 14.385159
120 1.420000 1.060754 112.520000 13.996914
121 1.580000 1.060377 112.440000 13.846877
122 1.600000 1.069392 114.360000 14.089599
123 1.620000 1.082035 117.080000 14.824304
124 1.740000 1.106888 122.520000 16.255018
125 1.760000 1.112115 123.680000 16.168908
126 1.960000 1.130487 127.800000 17.435366
127 2.080000 1.129248 127.520000 16.800524
128 2.100000 1.145251 131.160000 17.438119
129 2.220000 1.139649 129.880000 16.746916
130 2.240000 1.136838 129.240000 16.318382
131 2.320000 1.131724 128.080000 15.822870
132 2.380000 1.123744 126.280000 15.933662
133 2.560000 1.134901 128.800000 16.038354
134 2.580000 1.149087 132.040000 17.177474
135 2.560000 1.162755 135.200000 17.817519
136 2.420000 1.175585 138.200000 18.567025
137 2.460000 1.195157 142.840000 19.578887
138 2.480000 1.196495 143.160000 19.424397
139 2.460000 1.197497 143.400000 19.641914
140 2.520000 1.209793 146.360000 20.139315
141 2.300000 1.212106 146.920000 20.039521
142 2.200000 1.202165 144.520000 19.222653
143 2.220000 1.201166 144.280000 19.275103
144 2.280000 1.207145 145.720000 19.343340
145 2.440000 1.208967 146.160000 19.537287
146 2.520000 1.213755 147.320000 19.902201
147 2.520000 1.232558 151.920000 21.190526
148 2.720000 1.248839 155.960000 21.536314
149 2.920000 1.249320 156.080000 21.217427
150 2.960000 1.247237 155.560000 21.029123
151 2.920000 1.237740 153.200000 20.292146
152 2.900000 1.240161 153.800000 20.012236
153 2.940000 1.260635 158.920000 21.045208
154 3.020000 1.261903 159.240000 20.488045
155 3.080000 1.274990 162.560000 21.347225
156 3.160000 1.304301 170.120000 22.834220
157 3.400000 1.301691 169.440000 22.232517
158 3.360000 1.305833 170.520000 22.444563
159 3.100000 1.294141 167.480000 22.139846
160 3.360000 1.288255 165.960000 21.973002
161 3.320000 1.286857 165.600000 21.778668
162 3.380000 1.294141 167.480000 22.406749
163 3.400000 1.313925 172.640000 23.594949
164 3.420000 1.303994 170.040000 23.124394
165 3.320000 1.323934 175.280000 24.619147
166 3.240000 1.318332 173.800000 24.382879
167 3.300000 1.311945 172.120000 23.746865
168 3.340000 1.317422 173.560000 24.119602
169 3.380000 1.325594 175.720000 24.400689
170 3.480000 1.321060 174.520000 23.633502
171 3.600000 1.328759 176.560000 23.475775
172 3.660000 1.330113 176.920000 23.564482
173 3.560000 1.323934 175.280000 23.515033
174 3.520000 1.327705 176.280000 23.816666
175 3.560000 1.331766 177.360000 24.571105
176 3.600000 1.330714 177.080000 24.489835
177 3.540000 1.326499 175.960000 23.617858
178 3.520000 1.317725 173.640000 22.881329
179 3.580000 1.331616 177.320000 23.706337
180 3.600000 1.332516 177.560000 23.365239
181 3.740000 1.352183 182.840000 24.707537
182 3.600000 1.336712 178.680000 24.162218
183 3.600000 1.355876 183.840000 25.206063
184 3.620000 1.372443 188.360000 26.523409
185 3.560000 1.367918 187.120000 26.008552
186 3.720000 1.369525 187.560000 25.576489
187 3.660000 1.374482 188.920000 26.207236
188 3.660000 1.385785 192.040000 27.193352
189 3.720000 1.402854 196.800000 28.196908
190 3.640000 1.395851 194.840000 26.955400
191 3.480000 1.392264 193.840000 26.565933
192 3.500000 1.390683 193.400000 26.962047
193 3.420000 1.384341 191.640000 26.885446
194 3.340000 1.382027 191.000000 26.754558
195 3.260000 1.369233 187.480000 25.909442
196 3.420000 1.376517 189.480000 26.339385
197 3.300000 1.400429 196.120000 27.904838
198 3.280000 1.405276 197.480000 27.933235
199 3.400000 1.399714 195.920000 26.904780
200 3.260000 1.409539 198.680000 27.023397
201 3.340000 1.403282 196.920000 26.779066
202 3.300000 1.427585 203.800000 28.142011
203 3.220000 1.431782 205.000000 28.204170
204 3.140000 1.427585 203.800000 28.285318
205 3.120000 1.427725 203.840000 28.828541
206 3.120000 1.436245 206.280000 29.719865
207 3.060000 1.417180 200.840000 28.774433
208 3.180000 1.426745 203.560000 29.981221
209 3.260000 1.421689 202.120000 29.797960
210 3.380000 1.434015 205.640000 30.644229
211 3.300000 1.444299 208.600000 31.286291
212 3.100000 1.470102 216.120000 32.171018
213 3.040000 1.465060 214.640000 32.024441
214 2.900000 1.467651 215.400000 32.455804
215 2.880000 1.467787 215.440000 32.994472
216 2.940000 1.476076 217.880000 33.178668
217 2.880000 1.479189 218.800000 33.930894
218 2.980000 1.493318 223.000000 35.223424
219 3.000000 1.497732 224.320000 35.333361
220 2.760000 1.493854 223.160000 35.306362
221 2.820000 1.512481 228.760000 36.176965
222 2.800000 1.528790 233.720000 37.443226
223 2.940000 1.526696 233.080000 37.600128
224 2.900000 1.525910 232.840000 37.201677
225 3.160000 1.543762 238.320000 38.071133
226 3.220000 1.540260 237.240000 37.976603
227 3.180000 1.544668 238.600000 38.420744
228 3.260000 1.548031 239.640000 38.806206
229 3.260000 1.560897 243.640000 38.653559
230 3.320000 1.570860 246.760000 38.967679
231 3.320000 1.570478 246.640000 39.286211
232 3.260000 1.573912 247.720000 38.969116
233 3.300000 1.576452 248.520000 39.159346
234 3.180000 1.581771 250.200000 39.688124
235 3.040000 1.585686 251.440000 39.724672
236 3.100000 1.590597 253.000000 39.529877
237 3.060000 1.589843 252.760000 39.553002
238 3.080000 1.598624 255.560000 39.805688
239 3.080000 1.606736 258.160000 39.776757
240 3.180000 1.602623 256.840000 38.991076
241 3.220000 1.604618 257.480000 39.223034
242 3.320000 1.619259 262.200000 40.098060
243 3.180000 1.606611 258.120000 39.279837
244 3.160000 1.586821 251.800000 37.911919
245 3.280000 1.603247 257.040000 39.272627
246 3.060000 1.599375 255.800000 39.330863
247 3.200000 1.600750 256.240000 38.744228
248 3.280000 1.598624 255.560000 38.567842
249 3.300000 1.593612 253.960000 38.231819
250 3.260000 1.588836 252.440000 37.941745
251 3.220000 1.612328 259.960000 38.768853
252 3.080000 1.604868 257.560000 37.814473
253 3.220000 1.618023 261.800000 38.901332
254 3.100000 1.608353 258.680000 38.656291
255 3.160000 1.630951 266.000000 40.360951
256 3.080000 1.641828 269.560000 41.162643
257 2.960000 1.644141 270.320000 41.482951
258 2.940000 1.652029 272.920000 42.091614
259 3.020000 1.670569 279.080000 43.534409
260 3.140000 1.672244 279.640000 43.517445
261 3.260000 1.689615 285.480000 44.958950
262 3.340000 1.691035 285.960000 44.632903
263 3.380000 1.685586 284.120000 44.544593
264 3.440000 1.695995 287.640000 44.673518
265 3.380000 1.687009 284.600000 43.172195
266 3.220000 1.682260 283.000000 43.086908
267 3.260000 1.672961 279.880000 42.154003
268 3.080000 1.688668 285.160000 43.514154
269 3.080000 1.701999 289.680000 44.677439
270 3.180000 1.699059 288.680000 44.525624
271 3.160000 1.699412 288.800000 44.232531
272 3.260000 1.716858 294.760000 45.440563
273 3.080000 1.709503 292.240000 44.913891
274 3.080000 1.727078 298.280000 44.755478
275 3.120000 1.745852 304.800000 46.922489
276 3.220000 1.768954 312.920000 49.128941
277 3.360000 1.791759 321.040000 49.939964
278 3.280000 1.790531 320.600000 49.005485
279 3.140000 1.795216 322.280000 49.000441
280 3.160000 1.804993 325.800000 50.343587
281 3.220000 1.825267 333.160000 52.024440
282 3.240000 1.832703 335.880000 52.140825
283 3.200000 1.847810 341.440000 53.520463
284 3.300000 1.851378 342.760000 52.418531
285 3.300000 1.855694 344.360000 53.272988
286 3.360000 1.846185 340.840000 52.094529
287 3.420000 1.834230 336.440000 51.520466
288 3.340000 1.839239 338.280000 53.097465
289 3.260000 1.844017 340.040000 54.003807
290 3.300000 1.859355 345.720000 55.305537
291 3.360000 1.864189 347.520000 55.642042
292 3.340000 1.873713 351.080000 56.585595
293 3.320000 1.876806 352.240000 55.479380
294 3.300000 1.867512 348.760000 55.482538
295 3.340000 1.851810 342.920000 53.732255
296 3.440000 1.861075 346.360000 55.011461
297 3.360000 1.854724 344.000000 54.202878
298 3.440000 1.857418 345.000000 53.094813
299 3.420000 1.851378 342.760000 52.250964
300 3.300000 1.854400 343.880000 52.627232
301 3.320000 1.853429 343.520000 52.181407
302 3.220000 1.850297 342.360000 51.605101
303 3.300000 1.854832 344.040000 52.443097
304 3.280000 1.870294 349.800000 53.890199
305 3.320000 1.875313 351.680000 54.270493
306 3.300000 1.871363 350.200000 55.172645
307 3.400000 1.891454 357.760000 56.418479
308 3.300000 1.887326 356.200000 55.718349
309 3.220000 1.896629 359.720000 56.181378
310 3.300000 1.895363 359.240000 55.431284
311 3.260000 1.874353 351.320000 53.275645
312 3.320000 1.869224 349.400000 52.664478
313 3.480000 1.887856 356.400000 52.848977
314 3.620000 1.885206 355.400000 52.930536
315 3.740000 1.911753 365.480000 55.204232
316 3.720000 1.922186 369.480000 56.929767
317 3.640000 1.919375 368.400000 56.339570
318 3.600000 1.935665 374.680000 57.133570
