#Posizione iniziale-->2
#Velocita' iniziale-->1
#Costante elastica-->6
#Massa oscillante-->2
#Tempo massimo di integrazione-->100
#Pulsazione al quadrato-->3
#Primo passo di tempo su cui si integra-->0.01
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE/Eo 5:E
5.23 -1.795 -2.35415 0.169851 15.2081
5.24 -1.81854 -2.3003 0.170202 15.2126
5.25 -1.84154 -2.24575 0.170553 15.2172
5.26 -1.864 -2.1905 0.170904 15.2218
5.27 -1.8859 -2.13458 0.171256 15.2263
5.28 -1.90725 -2.078 0.171607 15.2309
5.29 -1.92803 -2.02078 0.171958 15.2355
5.3 -1.94824 -1.96294 0.17231 15.24
5.31 -1.96787 -1.9045 0.172662 15.2446
5.32 -1.98691 -1.84546 0.173013 15.2492
5.33 -2.00537 -1.78585 0.173365 15.2538
5.34 -2.02322 -1.72569 0.173717 15.2583
5.35 -2.04048 -1.665 0.17407 15.2629
5.36 -2.05713 -1.60378 0.174422 15.2675
5.37 -2.07317 -1.54207 0.174774 15.2721
5.38 -2.08859 -1.47987 0.175126 15.2766
5.39 -2.10339 -1.41721 0.175479 15.2812
5.4 -2.11756 -1.35411 0.175832 15.2858
5.41 -2.1311 -1.29059 0.176184 15.2904
5.42 -2.14401 -1.22665 0.176537 15.295
5.43 -2.15627 -1.16233 0.17689 15.2996
5.44 -2.1679 -1.09764 0.177243 15.3042
5.45 -2.17887 -1.03261 0.177596 15.3088
5.46 -2.1892 -0.967242 0.17795 15.3133
5.47 -2.19887 -0.901566 0.178303 15.3179
5.48 -2.20789 -0.835599 0.178657 15.3225
5.49 -2.21624 -0.769363 0.17901 15.3271
5.5 -2.22394 -0.702875 0.179364 15.3317
5.51 -2.23097 -0.636157 0.179718 15.3363
5.52 -2.23733 -0.569228 0.180072 15.3409
5.53 -2.24302 -0.502109 0.180426 15.3455
5.54 -2.24804 -0.434818 0.18078 15.3501
5.55 -2.25239 -0.367377 0.181134 15.3547
5.56 -2.25606 -0.299805 0.181488 15.3593
5.57 -2.25906 -0.232123 0.181843 15.364
5.58 -2.26138 -0.164351 0.182197 15.3686
5.59 -2.26303 -0.0965097 0.182552 15.3732
5.6 -2.26399 -0.028619 0.182907 15.3778
5.61 -2.26428 0.0393008 0.183262 15.3824
5.62 -2.26388 0.107229 0.183617 15.387
5.63 -2.26281 0.175146 0.183972 15.3916
5.64 -2.26106 0.24303 0.184327 15.3963
5.65 -2.25863 0.310862 0.184682 15.4009
5.66 -2.25552 0.378621 0.185038 15.4055
5.67 -2.25174 0.446286 0.185393 15.4101
5.68 -2.24727 0.513838 0.185749 15.4147
5.69 -2.24213 0.581257 0.186104 15.4194
5.7 -2.23632 0.648521 0.18646 15.424
5.71 -2.22984 0.71561 0.186816 15.4286
5.72 -2.22268 0.782505 0.187172 15.4332
5.73 -2.21486 0.849186 0.187528 15.4379
5.74 -2.20636 0.915632 0.187885 15.4425
5.75 -2.19721 0.981822 0.188241 15.4471
5.76 -2.18739 1.04774 0.188598 15.4518
5.77 -2.17691 1.11336 0.188954 15.4564
5.78 -2.16578 1.17867 0.189311 15.461
5.79 -2.15399 1.24364 0.189668 15.4657
5.8 -2.14155 1.30826 0.190025 15.4703
5.81 -2.12847 1.37251 0.190382 15.475
5.82 -2.11475 1.43636 0.190739 15.4796
5.83 -2.10038 1.4998 0.191096 15.4842
5.84 -2.08539 1.56282 0.191453 15.4889
5.85 -2.06976 1.62538 0.191811 15.4935
5.86 -2.0535 1.68747 0.192168 15.4982
5.87 -2.03663 1.74907 0.192526 15.5028
5.88 -2.01914 1.81017 0.192884 15.5075
5.89 -2.00104 1.87075 0.193241 15.5121
5.9 -1.98233 1.93078 0.193599 15.5168
5.91 -1.96302 1.99025 0.193957 15.5214
5.92 -1.94312 2.04914 0.194316 15.5261
5.93 -1.92263 2.10743 0.194674 15.5308
5.94 -1.90155 2.16511 0.195032 15.5354
5.95 -1.8799 2.22216 0.195391 15.5401
5.96 -1.85768 2.27856 0.195749 15.5447
5.97 -1.83489 2.33429 0.196108 15.5494
5.98 -1.81155 2.38933 0.196467 15.5541
5.99 -1.78766 2.44368 0.196826 15.5587
6 -1.76322 2.49731 0.197185 15.5634
6.01 -1.73825 2.55021 0.197544 15.5681
6.02 -1.71275 2.60235 0.197903 15.5727
6.03 -1.68672 2.65374 0.198263 15.5774
6.04 -1.66019 2.70434 0.198622 15.5821
6.05 -1.63314 2.75414 0.198982 15.5868
6.06 -1.6056 2.80314 0.199342 15.5914
6.07 -1.57757 2.85131 0.199701 15.5961
6.08 -1.54906 2.89863 0.200061 15.6008
6.09 -1.52007 2.9451 0.200421 15.6055
6.1 -1.49062 2.99071 0.200781 15.6102
6.11 -1.46071 3.03542 0.201142 15.6148
6.12 -1.43036 3.07925 0.201502 15.6195
6.13 -1.39957 3.12216 0.201862 15.6242
6.14 -1.36834 3.16414 0.202223 15.6289
6.15 -1.3367 3.20519 0.202584 15.6336
6.16 -1.30465 3.2453 0.202944 15.6383
6.17 -1.2722 3.28443 0.203305 15.643
6.18 -1.23935 3.3226 0.203666 15.6477
6.19 -1.20613 3.35978 0.204027 15.6524
6.2 -1.17253 3.39596 0.204389 15.6571
6.21 -1.13857 3.43114 0.20475 15.6617
6.22 -1.10426 3.4653 0.205111 15.6664
6.23 -1.06961 3.49843 0.205473 15.6711
6.24 -1.03462 3.53051 0.205835 15.6758
6.25 -0.999316 3.56155 0.206196 15.6806
6.26 -0.9637 3.59153 0.206558 15.6853
6.27 -0.927785 3.62044 0.20692 15.69
6.28 -0.891581 3.64828 0.207282 15.6947
6.29 -0.855098 3.67502 0.207644 15.6994
6.3 -0.818348 3.70068 0.208007 15.7041
6.31 -0.781341 3.72523 0.208369 15.7088
6.32 -0.744089 3.74867 0.208732 15.7135
6.33 -0.706602 3.77099 0.209094 15.7182
6.34 -0.668892 3.79219 0.209457 15.7229
6.35 -0.63097 3.81225 0.20982 15.7277
6.36 -0.592848 3.83118 0.210183 15.7324
6.37 -0.554536 3.84897 0.210546 15.7371
6.38 -0.516046 3.86561 0.210909 15.7418
6.39 -0.47739 3.88109 0.211272 15.7465
6.4 -0.438579 3.89541 0.211636 15.7513
6.41 -0.399625 3.90857 0.211999 15.756
6.42 -0.360539 3.92055 0.212363 15.7607
6.43 -0.321334 3.93137 0.212726 15.7654
6.44 -0.28202 3.94101 0.21309 15.7702
6.45 -0.24261 3.94947 0.213454 15.7749
6.46 -0.203115 3.95675 0.213818 15.7796
6.47 -0.163548 3.96284 0.214182 15.7844
6.48 -0.123919 3.96775 0.214547 15.7891
6.49 -0.0842419 3.97147 0.214911 15.7938
6.5 -0.0445272 3.97399 0.215275 15.7986
6.51 -0.00478723 3.97533 0.21564 15.8033
6.52 0.0349661 3.97547 0.216005 15.8081
6.53 0.0747208 3.97443 0.21637 15.8128
6.54 0.114465 3.97218 0.216734 15.8175
6.55 0.154187 3.96875 0.217099 15.8223
6.56 0.193874 3.96412 0.217465 15.827
6.57 0.233516 3.95831 0.21783 15.8318
6.58 0.273099 3.9513 0.218195 15.8365
6.59 0.312612 3.94311 0.218561 15.8413
6.6 0.352043 3.93373 0.218926 15.846
6.61 0.39138 3.92317 0.219292 15.8508
6.62 0.430612 3.91143 0.219658 15.8555
6.63 0.469726 3.89851 0.220024 15.8603
6.64 0.508711 3.88442 0.22039 15.8651
6.65 0.547555 3.86916 0.220756 15.8698
6.66 0.586247 3.85273 0.221122 15.8746
6.67 0.624774 3.83514 0.221488 15.8793
6.68 0.663126 3.8164 0.221855 15.8841
6.69 0.70129 3.79651 0.222221 15.8889
6.7 0.739255 3.77547 0.222588 15.8936
6.71 0.777009 3.75329 0.222955 15.8984
6.72 0.814542 3.72998 0.223322 15.9032
6.73 0.851842 3.70554 0.223689 15.908
6.74 0.888897 3.67999 0.224056 15.9127
6.75 0.925697 3.65332 0.224423 15.9175
6.76 0.962231 3.62555 0.22479 15.9223
6.77 0.998486 3.59668 0.225158 15.927
6.78 1.03445 3.56673 0.225525 15.9318
6.79 1.07012 3.53569 0.225893 15.9366
6.8 1.10548 3.50359 0.226261 15.9414
6.81 1.14051 3.47043 0.226629 15.9462
6.82 1.17522 3.43621 0.226997 15.951
6.83 1.20958 3.40095 0.227365 15.9557
6.84 1.24359 3.36467 0.227733 15.9605
6.85 1.27724 3.32736 0.228101 15.9653
6.86 1.31051 3.28904 0.22847 15.9701
6.87 1.3434 3.24973 0.228838 15.9749
6.88 1.3759 3.20943 0.229207 15.9797
6.89 1.40799 3.16815 0.229576 15.9845
6.9 1.43967 3.12591 0.229944 15.9893
6.91 1.47093 3.08272 0.230313 15.9941
6.92 1.50176 3.03859 0.230682 15.9989
6.93 1.53214 2.99354 0.231052 16.0037
6.94 1.56208 2.94757 0.231421 16.0085
6.95 1.59156 2.90071 0.23179 16.0133
6.96 1.62056 2.85296 0.23216 16.0181
6.97 1.64909 2.80435 0.23253 16.0229
6.98 1.67714 2.75487 0.232899 16.0277
6.99 1.70468 2.70456 0.233269 16.0325
7 1.73173 2.65342 0.233639 16.0373
7.01 1.75826 2.60147 0.234009 16.0421
7.02 1.78428 2.54872 0.23438 16.0469
7.03 1.80977 2.49519 0.23475 16.0517
7.04 1.83472 2.4409 0.23512 16.0566
7.05 1.85913 2.38586 0.235491 16.0614
7.06 1.88299 2.33008 0.235861 16.0662
7.07 1.90629 2.27359 0.236232 16.071
7.08 1.92902 2.21641 0.236603 16.0758
7.09 1.95119 2.15853 0.236974 16.0807
7.1 1.97277 2.1 0.237345 16.0855
7.11 1.99377 2.04082 0.237716 16.0903
7.12 2.01418 1.981 0.238088 16.0951
7.13 2.03399 1.92058 0.238459 16.1
7.14 2.0532 1.85956 0.238831 16.1048
7.15 2.07179 1.79796 0.239202 16.1096
7.16 2.08977 1.73581 0.239574 16.1145
7.17 2.10713 1.67311 0.239946 16.1193
7.18 2.12386 1.6099 0.240318 16.1241
7.19 2.13996 1.54618 0.24069 16.129
7.2 2.15542 1.48199 0.241062 16.1338
7.21 2.17024 1.41732 0.241434 16.1386
7.22 2.18441 1.35222 0.241807 16.1435
7.23 2.19794 1.28668 0.242179 16.1483
7.24 2.2108 1.22075 0.242552 16.1532
7.25 2.22301 1.15442 0.242925 16.158
7.26 2.23456 1.08773 0.243298 16.1629
7.27 2.24543 1.02069 0.243671 16.1677
7.28 2.25564 0.953332 0.244044 16.1726
7.29 2.26517 0.885662 0.244417 16.1774
7.3 2.27403 0.817707 0.24479 16.1823
7.31 2.28221 0.749486 0.245164 16.1871
7.32 2.2897 0.68102 0.245537 16.192
7.33 2.29651 0.612329 0.245911 16.1968
7.34 2.30263 0.543434 0.246285 16.2017
7.35 2.30807 0.474355 0.246659 16.2066
7.36 2.31281 0.405113 0.247033 16.2114
7.37 2.31686 0.335728 0.247407 16.2163
7.38 2.32022 0.266222 0.247781 16.2212
7.39 2.32288 0.196616 0.248155 16.226
7.4 2.32485 0.126929 0.24853 16.2309
7.41 2.32612 0.0571838 0.248904 16.2358
7.42 2.32669 -0.0125998 0.249279 16.2406
7.43 2.32656 -0.0824005 0.249654 16.2455
7.44 2.32574 -0.152197 0.250029 16.2504
7.45 2.32422 -0.22197 0.250404 16.2552
7.46 2.322 -0.291696 0.250779 16.2601
7.47 2.31908 -0.361356 0.251154 16.265
7.48 2.31547 -0.430929 0.251529 16.2699
7.49 2.31116 -0.500393 0.251905 16.2748
7.5 2.30616 -0.569727 0.25228 16.2796
7.51 2.30046 -0.638912 0.252656 16.2845
7.52 2.29407 -0.707926 0.253032 16.2894
7.53 2.28699 -0.776748 0.253408 16.2943
7.54 2.27922 -0.845358 0.253784 16.2992
7.55 2.27077 -0.913734 0.25416 16.3041
7.56 2.26163 -0.981857 0.254536 16.309
7.57 2.25181 -1.04971 0.254913 16.3139
7.58 2.24132 -1.11726 0.255289 16.3188
7.59 2.23014 -1.1845 0.255666 16.3237
7.6 2.2183 -1.2514 0.256042 16.3286
7.61 2.20578 -1.31795 0.256419 16.3334
7.62 2.1926 -1.38413 0.256796 16.3383
7.63 2.17876 -1.44991 0.257173 16.3433
7.64 2.16426 -1.51527 0.25755 16.3482
7.65 2.14911 -1.5802 0.257928 16.3531
7.66 2.13331 -1.64467 0.258305 16.358
7.67 2.11686 -1.70867 0.258682 16.3629
7.68 2.09978 -1.77217 0.25906 16.3678
7.69 2.08205 -1.83517 0.259438 16.3727
7.7 2.0637 -1.89763 0.259816 16.3776
7.71 2.04473 -1.95954 0.260194 16.3825
7.72 2.02513 -2.02088 0.260572 16.3874
7.73 2.00492 -2.08164 0.26095 16.3923
7.74 1.98411 -2.14178 0.261328 16.3973
7.75 1.96269 -2.20131 0.261706 16.4022
7.76 1.94067 -2.26019 0.262085 16.4071
7.77 1.91807 -2.31841 0.262464 16.412
7.78 1.89489 -2.37595 0.262842 16.417
7.79 1.87113 -2.4328 0.263221 16.4219
7.8 1.8468 -2.48893 0.2636 16.4268
7.81 1.82191 -2.54433 0.263979 16.4317
7.82 1.79647 -2.59899 0.264358 16.4367
7.83 1.77048 -2.65289 0.264738 16.4416
7.84 1.74395 -2.706 0.265117 16.4465
7.85 1.71689 -2.75832 0.265497 16.4515
7.86 1.68931 -2.80983 0.265876 16.4564
7.87 1.66121 -2.8605 0.266256 16.4613
7.88 1.6326 -2.91034 0.266636 16.4663
7.89 1.6035 -2.95932 0.267016 16.4712
7.9 1.57391 -3.00742 0.267396 16.4761
7.91 1.54383 -3.05464 0.267776 16.4811
7.92 1.51329 -3.10096 0.268157 16.486
7.93 1.48228 -3.14635 0.268537 16.491
7.94 1.45081 -3.19082 0.268918 16.4959
7.95 1.4189 -3.23435 0.269298 16.5009
7.96 1.38656 -3.27691 0.269679 16.5058
7.97 1.35379 -3.31851 0.27006 16.5108
7.98 1.32061 -3.35913 0.270441 16.5157
7.99 1.28702 -3.39874 0.270822 16.5207
8 1.25303 -3.43735 0.271203 16.5256
8.01 1.21865 -3.47494 0.271585 16.5306
8.02 1.18391 -3.5115 0.271966 16.5356
8.03 1.14879 -3.54702 0.272348 16.5405
8.04 1.11332 -3.58149 0.27273 16.5455
8.05 1.07751 -3.61489 0.273111 16.5504
8.06 1.04136 -3.64721 0.273493 16.5554
8.07 1.00488 -3.67845 0.273875 16.5604
8.08 0.9681 -3.7086 0.274257 16.5653
8.09 0.931014 -3.73764 0.27464 16.5703
8.1 0.893638 -3.76557 0.275022 16.5753
8.11 0.855982 -3.79238 0.275405 16.5803
8.12 0.818058 -3.81806 0.275787 16.5852
8.13 0.779877 -3.8426 0.27617 16.5902
8.14 0.741451 -3.866 0.276553 16.5952
8.15 0.702791 -3.88824 0.276936 16.6002
8.16 0.663909 -3.90932 0.277319 16.6051
8.17 0.624816 -3.92924 0.277702 16.6101
8.18 0.585523 -3.94799 0.278085 16.6151
8.19 0.546044 -3.96555 0.278469 16.6201
8.2 0.506388 -3.98193 0.278852 16.6251
8.21 0.466569 -3.99713 0.279236 16.6301
8.22 0.426597 -4.01112 0.27962 16.6351
8.23 0.386486 -4.02392 0.280004 16.64
8.24 0.346247 -4.03551 0.280388 16.645
8.25 0.305892 -4.0459 0.280772 16.65
8.26 0.265433 -4.05508 0.281156 16.655
8.27 0.224882 -4.06304 0.28154 16.66
8.28 0.184252 -4.06979 0.281925 16.665
8.29 0.143554 -4.07532 0.282309 16.67
8.3 0.102801 -4.07962 0.282694 16.675
8.31 0.0620043 -4.08271 0.283079 16.68
8.32 0.0211773 -4.08457 0.283464 16.685
8.33 -0.0196684 -4.0852 0.283849 16.69
8.34 -0.0605204 -4.08461 0.284234 16.695
8.35 -0.101367 -4.0828 0.284619 16.7001
8.36 -0.142194 -4.07976 0.285005 16.7051
8.37 -0.182992 -4.07549 0.28539 16.7101
8.38 -0.223747 -4.07 0.285776 16.7151
8.39 -0.264447 -4.06329 0.286162 16.7201
8.4 -0.30508 -4.05535 0.286547 16.7251
8.41 -0.345633 -4.0462 0.286933 16.7301
8.42 -0.386095 -4.03583 0.287319 16.7352
8.43 -0.426454 -4.02425 0.287706 16.7402
8.44 -0.466696 -4.01146 0.288092 16.7452
8.45 -0.506811 -3.99746 0.288478 16.7502
8.46 -0.546785 -3.98225 0.288865 16.7552
8.47 -0.586608 -3.96585 0.289252 16.7603
8.48 -0.626266 -3.94825 0.289638 16.7653
8.49 -0.665749 -3.92946 0.290025 16.7703
8.5 -0.705043 -3.90949 0.290412 16.7754
8.51 -0.744138 -3.88834 0.290799 16.7804
8.52 -0.783022 -3.86601 0.291187 16.7854
8.53 -0.821682 -3.84252 0.291574 16.7905
8.54 -0.860107 -3.81787 0.291961 16.7955
8.55 -0.898286 -3.79207 0.292349 16.8005
8.56 -0.936206 -3.76512 0.292737 16.8056
8.57 -0.973858 -3.73703 0.293125 16.8106
8.58 -1.01123 -3.70782 0.293513 16.8157
8.59 -1.04831 -3.67748 0.293901 16.8207
8.6 -1.08508 -3.64603 0.294289 16.8258
8.61 -1.12154 -3.61348 0.294677 16.8308
8.62 -1.15768 -3.57983 0.295065 16.8359
8.63 -1.19347 -3.5451 0.295454 16.8409
8.64 -1.22893 -3.5093 0.295843 16.846
8.65 -1.26402 -3.47243 0.296231 16.851
8.66 -1.29874 -3.43451 0.29662 16.8561
8.67 -1.33309 -3.39555 0.297009 16.8611
8.68 -1.36704 -3.35556 0.297398 16.8662
8.69 -1.4006 -3.31454 0.297788 16.8712
8.7 -1.43374 -3.27253 0.298177 16.8763
8.71 -1.46647 -3.22951 0.298566 16.8814
8.72 -1.49876 -3.18552 0.298956 16.8864
8.73 -1.53062 -3.14056 0.299346 16.8915
8.74 -1.56203 -3.09464 0.299735 16.8966
8.75 -1.59297 -3.04778 0.300125 16.9016
8.76 -1.62345 -2.99999 0.300515 16.9067
8.77 -1.65345 -2.95129 0.300905 16.9118
8.78 -1.68296 -2.90168 0.301296 16.9168
8.79 -1.71198 -2.85119 0.301686 16.9219
8.8 -1.74049 -2.79983 0.302077 16.927
8.81 -1.76849 -2.74762 0.302467 16.9321
8.82 -1.79597 -2.69456 0.302858 16.9372
8.83 -1.82291 -2.64069 0.303249 16.9422
8.84 -1.84932 -2.586 0.30364 16.9473
8.85 -1.87518 -2.53052 0.304031 16.9524
8.86 -1.90048 -2.47426 0.304422 16.9575
8.87 -1.92523 -2.41725 0.304813 16.9626
8.88 -1.9494 -2.35949 0.305205 16.9677
8.89 -1.97299 -2.30101 0.305596 16.9728
8.9 -1.996 -2.24182 0.305988 16.9778
8.91 -2.01842 -2.18194 0.30638 16.9829
8.92 -2.04024 -2.12139 0.306772 16.988
8.93 -2.06145 -2.06018 0.307164 16.9931
8.94 -2.08206 -1.99834 0.307556 16.9982
8.95 -2.10204 -1.93587 0.307948 17.0033
8.96 -2.1214 -1.87281 0.308341 17.0084
8.97 -2.14013 -1.80917 0.308733 17.0135
8.98 -2.15822 -1.74497 0.309126 17.0186
8.99 -2.17567 -1.68022 0.309519 17.0237
9 -2.19247 -1.61495 0.309911 17.0288
9.01 -2.20862 -1.54918 0.310304 17.034
9.02 -2.22411 -1.48292 0.310697 17.0391
9.03 -2.23894 -1.41619 0.311091 17.0442
9.04 -2.2531 -1.34903 0.311484 17.0493
9.05 -2.26659 -1.28143 0.311877 17.0544
9.06 -2.27941 -1.21344 0.312271 17.0595
9.07 -2.29154 -1.14505 0.312665 17.0646
9.08 -2.30299 -1.07631 0.313058 17.0698
9.09 -2.31376 -1.00722 0.313452 17.0749
9.1 -2.32383 -0.937805 0.313846 17.08
9.11 -2.33321 -0.86809 0.314241 17.0851
9.12 -2.34189 -0.798094 0.314635 17.0903
9.13 -2.34987 -0.727837 0.315029 17.0954
9.14 -2.35715 -0.657341 0.315424 17.1005
9.15 -2.36372 -0.586627 0.315818 17.1056
9.16 -2.36959 -0.515715 0.316213 17.1108
9.17 -2.37474 -0.444628 0.316608 17.1159
9.18 -2.37919 -0.373385 0.317003 17.121
9.19 -2.38292 -0.30201 0.317398 17.1262
9.2 -2.38594 -0.230522 0.317793 17.1313
9.21 -2.38825 -0.158944 0.318189 17.1365
9.22 -2.38984 -0.0872962 0.318584 17.1416
9.23 -2.39071 -0.0156011 0.31898 17.1467
9.24 -2.39087 0.0561202 0.319375 17.1519
9.25 -2.39031 0.127846 0.319771 17.157
9.26 -2.38903 0.199555 0.320167 17.1622
9.27 -2.38703 0.271226 0.320563 17.1673
9.28 -2.38432 0.342837 0.320959 17.1725
9.29 -2.38089 0.414367 0.321356 17.1776
9.3 -2.37675 0.485793 0.321752 17.1828
9.31 -2.37189 0.557096 0.322149 17.1879
9.32 -2.36632 0.628253 0.322545 17.1931
9.33 -2.36004 0.699242 0.322942 17.1982
9.34 -2.35304 0.770043 0.323339 17.2034
9.35 -2.34534 0.840634 0.323736 17.2086
9.36 -2.33694 0.910995 0.324133 17.2137
9.37 -2.32783 0.981103 0.32453 17.2189
9.38 -2.31802 1.05094 0.324928 17.2241
9.39 -2.30751 1.12048 0.325325 17.2292
9.4 -2.2963 1.1897 0.325723 17.2344
9.41 -2.2844 1.25859 0.32612 17.2396
9.42 -2.27182 1.32712 0.326518 17.2447
9.43 -2.25855 1.39528 0.326916 17.2499
9.44 -2.24459 1.46304 0.327314 17.2551
9.45 -2.22996 1.53037 0.327712 17.2603
9.46 -2.21466 1.59727 0.328111 17.2654
9.47 -2.19869 1.66371 0.328509 17.2706
9.48 -2.18205 1.72967 0.328908 17.2758
9.49 -2.16475 1.79513 0.329306 17.281
9.5 -2.1468 1.86008 0.329705 17.2862
9.51 -2.1282 1.92448 0.330104 17.2914
9.52 -2.10896 1.98833 0.330503 17.2965
9.53 -2.08907 2.0516 0.330902 17.3017
9.54 -2.06856 2.11427 0.331302 17.3069
9.55 -2.04741 2.17632 0.331701 17.3121
9.56 -2.02565 2.23775 0.3321 17.3173
9.57 -2.00327 2.29852 0.3325 17.3225
9.58 -1.98029 2.35861 0.3329 17.3277
9.59 -1.9567 2.41802 0.3333 17.3329
9.6 -1.93252 2.47672 0.3337 17.3381
9.61 -1.90776 2.5347 0.3341 17.3433
9.62 -1.88241 2.59193 0.3345 17.3485
9.63 -1.85649 2.64841 0.3349 17.3537
9.64 -1.83001 2.7041 0.335301 17.3589
9.65 -1.80296 2.759 0.335701 17.3641
9.66 -1.77537 2.81309 0.336102 17.3693
9.67 -1.74724 2.86635 0.336503 17.3745
9.68 -1.71858 2.91877 0.336904 17.3798
9.69 -1.68939 2.97032 0.337305 17.385
9.7 -1.65969 3.02101 0.337706 17.3902
9.71 -1.62948 3.0708 0.338108 17.3954
9.72 -1.59877 3.11968 0.338509 17.4006
9.73 -1.56757 3.16764 0.338911 17.4058
9.74 -1.5359 3.21467 0.339312 17.4111
9.75 -1.50375 3.26075 0.339714 17.4163
9.76 -1.47114 3.30586 0.340116 17.4215
9.77 -1.43808 3.35 0.340518 17.4267
9.78 -1.40458 3.39314 0.34092 17.432
9.79 -1.37065 3.43528 0.341322 17.4372
9.8 -1.3363 3.4764 0.341725 17.4424
9.81 -1.30154 3.51648 0.342127 17.4477
9.82 -1.26637 3.55553 0.34253 17.4529
9.83 -1.23082 3.59352 0.342933 17.4581
9.84 -1.19488 3.63045 0.343336 17.4634
9.85 -1.15858 3.66629 0.343739 17.4686
9.86 -1.12191 3.70105 0.344142 17.4738
9.87 -1.0849 3.73471 0.344545 17.4791
9.88 -1.04756 3.76725 0.344948 17.4843
9.89 -1.00988 3.79868 0.345352 17.4896
9.9 -0.971897 3.82898 0.345755 17.4948
9.91 -0.933607 3.85813 0.346159 17.5001
9.92 -0.895026 3.88614 0.346563 17.5053
9.93 -0.856164 3.91299 0.346967 17.5106
9.94 -0.817034 3.93868 0.347371 17.5158
9.95 -0.777648 3.96319 0.347775 17.5211
9.96 -0.738016 3.98652 0.34818 17.5263
9.97 -0.698151 4.00866 0.348584 17.5316
9.98 -0.658064 4.0296 0.348989 17.5369
9.99 -0.617768 4.04935 0.349393 17.5421
10 -0.577274 4.06788 0.349798 17.5474
10.01 -0.536596 4.0852 0.350203 17.5526
10.02 -0.495744 4.10129 0.350608 17.5579
10.03 -0.454731 4.11617 0.351013 17.5632
10.04 -0.413569 4.12981 0.351419 17.5684
10.05 -0.372271 4.14222 0.351824 17.5737
10.06 -0.330849 4.15338 0.35223 17.579
10.07 -0.289315 4.16331 0.352635 17.5843
10.08 -0.247682 4.17199 0.353041 17.5895
10.09 -0.205962 4.17942 0.353447 17.5948
10.1 -0.164168 4.1856 0.353853 17.6001
10.11 -0.122312 4.19052 0.354259 17.6054
10.12 -0.0804066 4.19419 0.354665 17.6106
10.13 -0.0384647 4.19661 0.355072 17.6159
10.14 0.00350137 4.19776 0.355478 17.6212
10.15 0.045479 4.19765 0.355885 17.6265
10.16 0.0874555 4.19629 0.356292 17.6318
10.17 0.129418 4.19367 0.356699 17.6371
10.18 0.171355 4.18978 0.357106 17.6424
10.19 0.213253 4.18464 0.357513 17.6477
10.2 0.255099 4.17825 0.35792 17.653
10.21 0.296882 4.17059 0.358327 17.6583
10.22 0.338588 4.16169 0.358735 17.6636
10.23 0.380205 4.15153 0.359142 17.6689
10.24 0.42172 4.14012 0.35955 17.6742
10.25 0.463121 4.12747 0.359958 17.6795
10.26 0.504396 4.11358 0.360366 17.6848
10.27 0.545532 4.09844 0.360774 17.6901
10.28 0.586516 4.08208 0.361182 17.6954
10.29 0.627337 4.06448 0.361591 17.7007
10.3 0.667982 4.04566 0.361999 17.706
10.31 0.708438 4.02562 0.362408 17.7113
10.32 0.748694 4.00437 0.362817 17.7166
10.33 0.788738 3.98191 0.363225 17.7219
10.34 0.828557 3.95825 0.363634 17.7272
10.35 0.86814 3.93339 0.364043 17.7326
10.36 0.907474 3.90735 0.364453 17.7379
10.37 0.946547 3.88012 0.364862 17.7432
10.38 0.985348 3.85173 0.365271 17.7485
10.39 1.02387 3.82217 0.365681 17.7539
10.4 1.06209 3.79145 0.366091 17.7592
10.41 1.1 3.75959 0.366501 17.7645
10.42 1.1376 3.72659 0.366911 17.7698
10.43 1.17486 3.69246 0.367321 17.7752
10.44 1.21179 3.65721 0.367731 17.7805
10.45 1.24836 3.62086 0.368141 17.7858
10.46 1.28457 3.58341 0.368552 17.7912
10.47 1.3204 3.54487 0.368962 17.7965
10.48 1.35585 3.50526 0.369373 17.8018
10.49 1.3909 3.46458 0.369784 17.8072
10.5 1.42555 3.42286 0.370195 17.8125
10.51 1.45978 3.38009 0.370606 17.8179
10.52 1.49358 3.3363 0.371017 17.8232
10.53 1.52694 3.29149 0.371428 17.8286
10.54 1.55986 3.24568 0.37184 17.8339
10.55 1.59231 3.19889 0.372251 17.8393
10.56 1.6243 3.15112 0.372663 17.8446
10.57 1.65581 3.10239 0.373075 17.85
10.58 1.68684 3.05271 0.373487 17.8553
10.59 1.71737 3.00211 0.373899 17.8607
10.6 1.74739 2.95059 0.374311 17.866
10.61 1.77689 2.89817 0.374723 17.8714
10.62 1.80587 2.84486 0.375135 17.8768
10.63 1.83432 2.79068 0.375548 17.8821
10.64 1.86223 2.73565 0.375961 17.8875
10.65 1.88959 2.67979 0.376373 17.8929
10.66 1.91638 2.6231 0.376786 17.8982
10.67 1.94261 2.56561 0.377199 17.9036
10.68 1.96827 2.50733 0.377613 17.909
10.69 1.99334 2.44828 0.378026 17.9143
10.7 2.01783 2.38848 0.378439 17.9197
10.71 2.04171 2.32794 0.378853 17.9251
10.72 2.06499 2.26669 0.379266 17.9305
10.73 2.08766 2.20474 0.37968 17.9358
10.74 2.10971 2.14211 0.380094 17.9412
10.75 2.13113 2.07882 0.380508 17.9466
10.76 2.15191 2.01489 0.380922 17.952
10.77 2.17206 1.95033 0.381337 17.9574
10.78 2.19157 1.88517 0.381751 17.9628
10.79 2.21042 1.81942 0.382165 17.9682
