#Legenda: 1)L 2)M 3)Percola/non percola 4)taglia cluster percolante 5)m2 6)#cluster 7)t
40 800 0 0 48496 126 674
40 802 0 0 48528 125 3
40 804 0 0 48758 123 4
40 806 0 0 48838 121 4
40 808 0 0 48874 120 3
40 810 0 0 49256 121 1
40 812 0 0 50024 121 2
40 814 0 0 50072 120 3
40 816 0 0 50116 119 3
40 818 0 0 50184 118 3
40 820 0 0 50244 118 2
40 822 0 0 50328 117 3
40 824 0 0 50704 116 3
40 826 0 0 50708 117 1
40 828 0 0 51746 116 3
40 830 0 0 51756 116 2
40 832 0 0 60260 114 4
40 834 0 0 61294 113 3
40 836 0 0 61354 112 3
40 838 0 0 61758 112 2
40 840 0 0 62302 111 3
40 842 0 0 63112 108 5
40 844 0 0 63386 105 5
40 846 0 0 63814 105 2
40 848 0 0 63854 102 5
40 850 0 0 64158 102 2
40 852 0 0 65222 101 3
40 854 0 0 69644 100 3
40 856 0 0 70204 99 3
40 858 0 0 70402 98 3
40 860 0 0 81004 96 4
40 862 0 0 83640 95 3
40 864 0 0 83962 95 2
40 866 0 0 100846 94 3
40 868 0 0 179510 93 3
40 870 0 0 179566 92 3
40 872 0 0 189666 90 4
40 874 0 0 189728 88 4
40 876 0 0 191448 88 2
40 878 0 0 192250 84 6
40 880 0 0 197442 83 3
40 882 0 0 215262 80 5
40 884 0 0 215298 81 1
40 886 0 0 216278 80 3
40 888 0 0 217378 79 3
40 890 0 0 218344 79 2
40 892 0 0 219328 78 3
40 894 0 0 220394 77 3
40 896 0 0 221942 76 3
40 898 0 0 222212 75 3
40 900 0 0 227830 74 3
40 902 0 0 239120 73 3
40 904 0 0 242014 72 3
40 906 0 0 242988 72 2
40 908 1 492 249856 69 5
40 910 1 495 252816 68 3
40 912 1 496 253828 68 2
40 914 1 513 270756 67 3
40 916 1 513 271130 65 4
40 918 1 514 272170 63 4
40 920 1 514 272626 61 4
40 922 1 516 274686 61 2
40 924 1 518 276754 61 2
40 926 1 557 317754 58 5
40 928 1 559 319986 58 2
40 930 1 560 321158 58 2
40 932 1 562 323402 58 2
40 934 1 568 330172 56 4
40 936 1 569 331310 57 1
40 938 1 576 339344 56 3
40 940 1 588 353212 55 3
40 942 1 588 353560 53 4
40 944 1 589 354744 53 2
40 946 1 589 354800 54 1
40 948 1 590 356810 53 3
40 950 1 592 359174 53 2
40 952 1 593 360478 53 2
40 954 1 595 362854 53 2
40 956 1 595 364236 51 4
40 958 1 634 410798 50 3
40 960 1 635 412074 49 3
40 962 1 643 422272 47 4
40 964 1 643 422408 46 3
40 966 1 643 422566 46 2
40 968 1 645 425142 46 2
40 970 1 656 439372 45 3
40 972 1 657 440692 45 2
40 974 1 658 445126 44 3
40 976 1 662 450402 43 3
40 978 1 664 453054 43 2
40 980 1 665 454420 43 2
40 982 1 667 457084 43 2
40 984 1 674 466454 41 4
40 986 1 676 469154 41 2
40 988 1 678 471862 41 2
40 990 1 679 473258 41 2
40 992 1 680 474646 40 3
40 994 1 681 476750 39 3
40 996 1 682 478276 39 2
40 998 1 683 483040 38 3
40 1000 1 684 484436 38 2
40 1002 1 684 484492 37 3
40 1004 1 686 487232 37 2
40 1006 1 688 490178 34 5
40 1008 1 690 492934 34 2
40 1010 1 692 495698 34 2
40 1012 1 694 498470 34 2
40 1014 1 697 502804 33 3
40 1016 1 698 504550 32 3
40 1018 1 714 527492 30 4
40 1020 1 715 529292 29 3
40 1022 1 725 543778 28 3
40 1024 1 727 546682 28 2
40 1026 1 728 548204 28 2
40 1028 1 730 551120 28 2
40 1030 1 731 552920 27 3
40 1032 1 732 554556 27 2
40 1034 1 734 557488 27 2
40 1036 1 765 603116 26 3
40 1038 1 767 606180 26 2
40 1040 1 768 607716 27 1
40 1042 1 769 609428 27 2
40 1044 1 770 611144 27 2
40 1046 1 773 615772 26 3
40 1048 1 776 620418 25 3
40 1050 1 784 632850 25 2
40 1052 1 785 635506 23 4
40 1054 1 915 846514 21 4
40 1056 1 917 850178 21 2
40 1058 1 918 852204 21 2
40 1060 1 920 855880 21 2
40 1062 1 922 859564 21 2
40 1064 1 924 863256 21 2
40 1066 1 925 865298 21 2
40 1068 1 926 867150 22 1
40 1070 1 928 870876 20 4
40 1072 1 930 874592 20 2
40 1074 1 931 876648 20 2
40 1076 1 933 880376 20 2
40 1078 1 935 884112 20 2
40 1080 1 949 910320 20 2
