#Posizione iniziale=2.000000
#Velocita' iniziale=1.000000
#Pulsazione al quadrato=3.000000
#Tempo massimo di integrazione=100.000000
#Passo di tempo=0.001000
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE
0 2.000000 1.000000 0
0.001000 2.001000 0.994000 -0.409089
0.002000 2.001994 0.987997 -0.409087
0.003000 2.002982 0.981991 -0.409086
0.004000 2.003964 0.975982 -0.409084
0.005000 2.004940 0.969970 -0.409082
0.006000 2.005910 0.963955 -0.409080
0.007000 2.006874 0.957938 -0.409078
0.008000 2.007832 0.951917 -0.409077
0.009000 2.008784 0.945894 -0.409075
0.010000 2.009730 0.939867 -0.409073
0.011000 2.010670 0.933838 -0.409071
0.012000 2.011603 0.927806 -0.409070
0.013000 2.012531 0.921771 -0.409068
0.014000 2.013453 0.915734 -0.409066
0.015000 2.014369 0.909693 -0.409064
0.016000 2.015278 0.903650 -0.409063
0.017000 2.016182 0.897604 -0.409061
0.018000 2.017080 0.891556 -0.409059
0.019000 2.017971 0.885504 -0.409057
0.020000 2.018857 0.879451 -0.409055
0.021000 2.019736 0.873394 -0.409054
0.022000 2.020610 0.867335 -0.409052
0.023000 2.021477 0.861273 -0.409050
0.024000 2.022338 0.855209 -0.409048
0.025000 2.023193 0.849142 -0.409047
0.026000 2.024042 0.843072 -0.409045
0.027000 2.024886 0.837000 -0.409043
0.028000 2.025723 0.830925 -0.409041
0.029000 2.026553 0.824848 -0.409039
0.030000 2.027378 0.818768 -0.409038
0.031000 2.028197 0.812686 -0.409036
0.032000 2.029010 0.806602 -0.409034
0.033000 2.029816 0.800515 -0.409032
0.034000 2.030617 0.794425 -0.409031
0.035000 2.031411 0.788333 -0.409029
0.036000 2.032200 0.782239 -0.409027
0.037000 2.032982 0.776142 -0.409025
0.038000 2.033758 0.770043 -0.409024
0.039000 2.034528 0.763942 -0.409022
0.040000 2.035292 0.757839 -0.409020
0.041000 2.036050 0.751733 -0.409018
0.042000 2.036802 0.745625 -0.409016
0.043000 2.037547 0.739514 -0.409015
0.044000 2.038287 0.733402 -0.409013
0.045000 2.039020 0.727287 -0.409011
0.046000 2.039747 0.721170 -0.409009
0.047000 2.040469 0.715050 -0.409008
0.048000 2.041184 0.708929 -0.409006
0.049000 2.041893 0.702805 -0.409004
0.050000 2.042595 0.696680 -0.409002
0.051000 2.043292 0.690552 -0.409000
0.052000 2.043983 0.684422 -0.408999
0.053000 2.044667 0.678290 -0.408997
0.054000 2.045345 0.672156 -0.408995
0.055000 2.046017 0.666020 -0.408993
0.056000 2.046683 0.659882 -0.408992
0.057000 2.047343 0.653742 -0.408990
0.058000 2.047997 0.647600 -0.408988
0.059000 2.048645 0.641456 -0.408986
0.060000 2.049286 0.635310 -0.408985
0.061000 2.049921 0.629162 -0.408983
0.062000 2.050551 0.623012 -0.408981
0.063000 2.051174 0.616861 -0.408979
0.064000 2.051791 0.610707 -0.408977
0.065000 2.052401 0.604552 -0.408976
0.066000 2.053006 0.598395 -0.408974
0.067000 2.053604 0.592236 -0.408972
0.068000 2.054196 0.586075 -0.408970
0.069000 2.054782 0.579912 -0.408969
0.070000 2.055362 0.573748 -0.408967
0.071000 2.055936 0.567582 -0.408965
0.072000 2.056504 0.561414 -0.408963
0.073000 2.057065 0.555245 -0.408961
0.074000 2.057620 0.549073 -0.408960
0.075000 2.058169 0.542900 -0.408958
0.076000 2.058712 0.536726 -0.408956
0.077000 2.059249 0.530550 -0.408954
0.078000 2.059780 0.524372 -0.408953
0.079000 2.060304 0.518193 -0.408951
0.080000 2.060822 0.512012 -0.408949
0.081000 2.061334 0.505829 -0.408947
0.082000 2.061840 0.499645 -0.408946
0.083000 2.062340 0.493460 -0.408944
0.084000 2.062833 0.487273 -0.408942
0.085000 2.063320 0.481084 -0.408940
0.086000 2.063801 0.474894 -0.408938
0.087000 2.064276 0.468703 -0.408937
0.088000 2.064745 0.462510 -0.408935
0.089000 2.065208 0.456316 -0.408933
0.090000 2.065664 0.450120 -0.408931
0.091000 2.066114 0.443923 -0.408930
0.092000 2.066558 0.437725 -0.408928
0.093000 2.066996 0.431525 -0.408926
0.094000 2.067427 0.425324 -0.408924
0.095000 2.067853 0.419122 -0.408922
0.096000 2.068272 0.412918 -0.408921
0.097000 2.068685 0.406714 -0.408919
0.098000 2.069091 0.400508 -0.408917
0.099000 2.069492 0.394300 -0.408915
0.100000 2.069886 0.388092 -0.408914
