#Posizione iniziale=2.000000
#Velocita' iniziale=1.000000
#Pulsazione al quadrato=3.000000
#Tempo massimo di integrazione=100.000000
#Passo di tempo=0.100000
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE
0 2.000000 1.000000 0
0.100000 2.100000 0.400000 -0.391364
0.200000 2.140000 -0.230000 -0.373105
0.300000 2.117000 -0.872000 -0.354298
0.400000 2.029800 -1.507100 -0.334927
0.500000 1.879090 -2.116040 -0.314974
0.600000 1.667486 -2.679767 -0.294424
0.700000 1.399509 -3.180013 -0.273256
0.800000 1.081508 -3.599866 -0.251454
0.900000 0.721521 -3.924318 -0.228998
1.000000 0.329090 -4.140774 -0.205868
1.100000 -0.084988 -4.239501 -0.182044
1.200000 -0.508938 -4.214005 -0.157505
1.300000 -0.930338 -4.061324 -0.132230
1.400000 -1.336471 -3.782222 -0.106197
1.500000 -1.714693 -3.381281 -0.079383
1.600000 -2.052821 -2.866873 -0.051764
1.700000 -2.339508 -2.251027 -0.023317
1.800000 -2.564611 -1.549174 0.005983
1.900000 -2.719528 -0.779791 0.036163
2.000000 -2.797508 0.036068 0.067248
2.100000 -2.793901 0.875320 0.099265
2.200000 -2.706369 1.713490 0.132243
2.300000 -2.535020 2.525401 0.166210
2.400000 -2.282480 3.285907 0.201197
2.500000 -1.953889 3.970651 0.237232
2.600000 -1.556824 4.556817 0.274349
2.700000 -1.101142 5.023865 0.312580
2.800000 -0.598756 5.354207 0.351957
2.900000 -0.063335 5.533834 0.392516
3.000000 0.490048 5.552834 0.434291
3.100000 1.045332 5.405820 0.477320
3.200000 1.585914 5.092220 0.521640
3.300000 2.095136 4.616446 0.567289
3.400000 2.556780 3.987905 0.614308
3.500000 2.955571 3.220871 0.662737
3.600000 3.277658 2.334200 0.712619
3.700000 3.511078 1.350903 0.763998
3.800000 3.646168 0.297579 0.816918
3.900000 3.675926 -0.796271 0.871425
4.000000 3.596299 -1.899049 0.927568
4.100000 3.406394 -2.977939 0.985395
4.200000 3.108600 -3.999857 1.044957
4.300000 2.708615 -4.932437 1.106305
4.400000 2.215371 -5.745022 1.169495
4.500000 1.640869 -6.409633 1.234579
4.600000 0.999905 -6.901894 1.301617
4.700000 0.309716 -7.201865 1.370665
4.800000 -0.410471 -7.294780 1.441785
4.900000 -1.139949 -7.171639 1.515039
5.000000 -1.857112 -6.829654 1.590490
5.100000 -2.540078 -6.272521 1.668205
5.200000 -3.167330 -5.510497 1.748251
5.300000 -3.718380 -4.560298 1.830698
5.400000 -4.174409 -3.444784 1.915619
5.500000 -4.518888 -2.192462 2.003088
5.600000 -4.738134 -0.836795 2.093180
5.700000 -4.821814 0.584645 2.185976
5.800000 -4.763349 2.031189 2.281555
5.900000 -4.560230 3.460194 2.380002
6.000000 -4.214211 4.828263 2.481402
