#Posizione iniziale=2.000000
#Velocita' iniziale=1.000000
#Pulsazione al quadrato=3.000000
#Tempo massimo di integrazione=100.000000
#Passo di tempo=0.100000
#E' stato utilizzato l'algoritmo di Eulero-Cromer
#Legenda
#1:t 2:x 3:v 4:dE
0 2.000000 1.000000 0
0.100000 2.040000 0.400000 -0.425236
0.200000 2.018800 -0.212000 -0.442200
0.300000 1.937036 -0.817640 -0.457961
0.400000 1.797161 -1.398751 -0.470642
0.500000 1.603371 -1.937899 -0.478734
0.600000 1.361480 -2.418910 -0.481272
0.700000 1.078745 -2.827354 -0.477954
0.800000 0.763647 -3.150978 -0.469176
0.900000 0.425640 -3.380072 -0.455982
1.000000 0.074863 -3.507764 -0.439945
1.100000 -0.278159 -3.530223 -0.422973
1.200000 -0.622837 -3.446775 -0.407089
1.300000 -0.948829 -3.259924 -0.394185
1.400000 -1.246356 -2.975275 -0.385797
1.500000 -1.506493 -2.601368 -0.382923
1.600000 -1.721435 -2.149420 -0.385908
1.700000 -1.884734 -1.632990 -0.394394
1.800000 -1.991491 -1.067569 -0.407372
1.900000 -2.038503 -0.470122 -0.423295
2.000000 -2.024361 0.141429 -0.440268
2.100000 -1.949487 0.748737 -0.456268
2.200000 -1.816129 1.333583 -0.469390
2.300000 -1.628286 1.878422 -0.478072
2.400000 -1.391596 2.366908 -0.481279
2.500000 -1.113157 2.784386 -0.478629
2.600000 -0.801324 3.118333 -0.470438
2.700000 -0.465451 3.358730 -0.457682
2.800000 -0.115614 3.498366 -0.441879
2.900000 0.237691 3.533050 -0.424912
3.000000 0.583865 3.461743 -0.408802
3.100000 0.912524 3.286583 -0.395467
3.200000 1.213806 3.012826 -0.386496
3.300000 1.478675 2.648684 -0.382956
3.400000 1.699183 2.205082 -0.385270
3.500000 1.868715 1.695327 -0.393162
3.600000 1.982187 1.134712 -0.405693
3.700000 2.036192 0.540056 -0.421368
3.800000 2.029112 -0.070801 -0.438323
3.900000 1.961159 -0.679535 -0.454536
4.000000 1.834370 -1.267883 -0.468079
4.100000 1.652551 -1.818194 -0.477336
4.200000 1.421155 -2.313959 -0.481207
4.300000 1.147125 -2.740306 -0.479229
4.400000 0.838680 -3.084443 -0.471639
4.500000 0.505076 -3.336047 -0.459340
4.600000 0.156319 -3.487570 -0.443798
4.700000 -0.197128 -3.534465 -0.426863
4.800000 -0.544661 -3.475327 -0.410552
4.900000 -0.875853 -3.311929 -0.396808
5.000000 -1.180771 -3.049173 -0.387268
5.100000 -1.450265 -2.694941 -0.383068
5.200000 -1.676251 -2.259862 -0.384708
5.300000 -1.851950 -1.756987 -0.391993
5.400000 -1.972090 -1.201402 -0.404055
5.500000 -2.033067 -0.609775 -0.419458
5.600000 -2.033053 0.000145 -0.436368
5.700000 -1.972047 0.610061 -0.452769
5.800000 -1.851879 1.201675 -0.466709
5.900000 -1.676155 1.757239 -0.476528
6.000000 -1.450147 2.260086 -0.481056
6.100000 -1.180634 2.695130 -0.479754
6.200000 -0.875702 3.049320 -0.472777
6.300000 -0.544499 3.312030 -0.460955
6.400000 -0.196961 3.475380 -0.445698
6.500000 0.156486 3.534468 -0.428821
6.600000 0.505238 3.487522 -0.412336
6.700000 0.838833 3.335951 -0.398205
6.800000 1.147263 3.084301 -0.388111
6.900000 1.421276 2.740122 -0.383257
7.000000 1.652650 2.313739 -0.384221
7.100000 1.834444 1.817944 -0.390887
7.200000 1.961205 1.267611 -0.402463
7.300000 2.029130 0.679249 -0.417569
7.400000 2.036181 0.070510 -0.434406
7.500000 1.982147 -0.540344 -0.450969
7.600000 1.868648 -1.134988 -0.465285
7.700000 1.699090 -1.695582 -0.475649
7.800000 1.478559 -2.205309 -0.480827
7.900000 1.213671 -2.648877 -0.480203
8.000000 0.912373 -3.012978 -0.473849
8.100000 0.583704 -3.286690 -0.462524
8.200000 0.237524 -3.461801 -0.447576
