#Posizione iniziale=2.000000
#Velocita' iniziale=1.000000
#Pulsazione al quadrato=3.000000
#Tempo massimo di integrazione=100.000000
#Passo di tempo=0.010000
#E' stato utilizzato l'algoritmo Verlet Posizioni
#Legenda
#1:t 2:x 3:v 4:dE
0 2.000000 1.000000 0
0.010000 2.010000 0.969850 -0.411790
0.020000 2.019397 0.909409 -0.411485
0.030000 2.028188 0.848695 -0.411174
0.040000 2.036371 0.787727 -0.410857
0.050000 2.043943 0.726522 -0.410534
0.060000 2.050901 0.665100 -0.410206
0.070000 2.057245 0.603477 -0.409874
0.080000 2.062971 0.541674 -0.409537
0.090000 2.068078 0.479708 -0.409197
0.100000 2.072565 0.417599 -0.408853
0.110000 2.076430 0.355364 -0.408506
0.120000 2.079672 0.293022 -0.408157
0.130000 2.082291 0.230593 -0.407805
0.140000 2.084284 0.168094 -0.407452
0.150000 2.085652 0.105545 -0.407097
0.160000 2.086395 0.042964 -0.406742
0.170000 2.086512 -0.019629 -0.406386
0.180000 2.086003 -0.082217 -0.406029
0.190000 2.084867 -0.144780 -0.405674
0.200000 2.083107 -0.207300 -0.405319
0.210000 2.080721 -0.269757 -0.404965
0.220000 2.077712 -0.332133 -0.404613
0.230000 2.074079 -0.394410 -0.404263
0.240000 2.069824 -0.456569 -0.403915
0.250000 2.064947 -0.518590 -0.403571
0.260000 2.059452 -0.580456 -0.403229
0.270000 2.053338 -0.642148 -0.402892
0.280000 2.046609 -0.703647 -0.402558
0.290000 2.039265 -0.764936 -0.402230
0.300000 2.031310 -0.825994 -0.401906
0.310000 2.022745 -0.886805 -0.401587
0.320000 2.013574 -0.947350 -0.401274
0.330000 2.003798 -1.007610 -0.400967
0.340000 1.993422 -1.067569 -0.400667
0.350000 1.982447 -1.127207 -0.400373
0.360000 1.970878 -1.186507 -0.400087
0.370000 1.958717 -1.245451 -0.399808
0.380000 1.945969 -1.304021 -0.399537
0.390000 1.932637 -1.362200 -0.399274
0.400000 1.918725 -1.419970 -0.399020
0.410000 1.904237 -1.477315 -0.398774
0.420000 1.889178 -1.534216 -0.398537
0.430000 1.873553 -1.590657 -0.398310
0.440000 1.857365 -1.646621 -0.398093
0.450000 1.840620 -1.702091 -0.397885
0.460000 1.823323 -1.757050 -0.397688
0.470000 1.805479 -1.811482 -0.397500
0.480000 1.787094 -1.865370 -0.397324
0.490000 1.768172 -1.918699 -0.397158
0.500000 1.748720 -1.971453 -0.397004
0.510000 1.728743 -2.023615 -0.396860
0.520000 1.708247 -2.075169 -0.396728
0.530000 1.687240 -2.126102 -0.396607
0.540000 1.665725 -2.176396 -0.396499
0.550000 1.643712 -2.226038 -0.396401
0.560000 1.621205 -2.275012 -0.396316
0.570000 1.598211 -2.323303 -0.396243
0.580000 1.574739 -2.370897 -0.396182
0.590000 1.550793 -2.417780 -0.396133
0.600000 1.526383 -2.463938 -0.396097
0.610000 1.501515 -2.509356 -0.396073
0.620000 1.476196 -2.554022 -0.396061
0.630000 1.450434 -2.597921 -0.396061
0.640000 1.424237 -2.641041 -0.396074
0.650000 1.397613 -2.683369 -0.396099
0.660000 1.370570 -2.724892 -0.396136
0.670000 1.343116 -2.765597 -0.396186
0.680000 1.315258 -2.805473 -0.396247
0.690000 1.287006 -2.844507 -0.396321
0.700000 1.258368 -2.882687 -0.396407
0.710000 1.229352 -2.920003 -0.396505
0.720000 1.199968 -2.956443 -0.396615
0.730000 1.170224 -2.991996 -0.396736
0.740000 1.140128 -3.026651 -0.396869
0.750000 1.109690 -3.060398 -0.397013
0.760000 1.078920 -3.093228 -0.397168
0.770000 1.047826 -3.125129 -0.397335
0.780000 1.016417 -3.156092 -0.397512
0.790000 0.984704 -3.186109 -0.397700
0.800000 0.952695 -3.215170 -0.397898
0.810000 0.920401 -3.243267 -0.398106
0.820000 0.887830 -3.270390 -0.398324
0.830000 0.854993 -3.296532 -0.398552
0.840000 0.821899 -3.321686 -0.398789
0.850000 0.788559 -3.345843 -0.399036
0.860000 0.754982 -3.368996 -0.399290
0.870000 0.721179 -3.391138 -0.399554
0.880000 0.687160 -3.412263 -0.399825
0.890000 0.652934 -3.432365 -0.400105
0.900000 0.618512 -3.451436 -0.400392
0.910000 0.583905 -3.469473 -0.400686
0.920000 0.549123 -3.486468 -0.400987
0.930000 0.514176 -3.502418 -0.401294
0.940000 0.479075 -3.517316 -0.401607
0.950000 0.443830 -3.531160 -0.401926
0.960000 0.408451 -3.543944 -0.402250
0.970000 0.372951 -3.555665 -0.402579
0.980000 0.337338 -3.566319 -0.402913
0.990000 0.301624 -3.575904 -0.403251
1.000000 0.265820 -3.584416 -0.403592
1.010000 0.229936 -3.591852 -0.403937
1.020000 0.193983 -3.598211 -0.404285
1.030000 0.157972 -3.603490 -0.404635
1.040000 0.121913 -3.607688 -0.404987
1.050000 0.085818 -3.610804 -0.405341
1.060000 0.049697 -3.612837 -0.405696
1.070000 0.013561 -3.613786 -0.406052
1.080000 -0.022579 -3.613651 -0.406408
1.090000 -0.058712 -3.612431 -0.406764
1.100000 -0.094827 -3.610128 -0.407120
1.110000 -0.130914 -3.606742 -0.407474
1.120000 -0.166962 -3.602274 -0.407828
1.130000 -0.202960 -3.596725 -0.408179
1.140000 -0.238897 -3.590097 -0.408528
1.150000 -0.274762 -3.582392 -0.408875
1.160000 -0.310544 -3.573613 -0.409219
1.170000 -0.346234 -3.563761 -0.409559
1.180000 -0.381820 -3.552840 -0.409895
1.190000 -0.417291 -3.540854 -0.410227
1.200000 -0.452637 -3.527805 -0.410555
1.210000 -0.487847 -3.513697 -0.410877
1.220000 -0.522911 -3.498536 -0.411194
1.230000 -0.557818 -3.482325 -0.411505
1.240000 -0.592557 -3.465070 -0.411810
1.250000 -0.627119 -3.446774 -0.412108
1.260000 -0.661493 -3.427445 -0.412399
1.270000 -0.695668 -3.407088 -0.412683
1.280000 -0.729634 -3.385708 -0.412960
1.290000 -0.763382 -3.363313 -0.413228
1.300000 -0.796901 -3.339909 -0.413489
1.310000 -0.830180 -3.315503 -0.413740
1.320000 -0.863211 -3.290102 -0.413983
1.330000 -0.895982 -3.263714 -0.414217
1.340000 -0.928485 -3.236347 -0.414441
1.350000 -0.960709 -3.208009 -0.414656
1.360000 -0.992645 -3.178709 -0.414860
1.370000 -1.024283 -3.148455 -0.415055
1.380000 -1.055614 -3.117256 -0.415238
1.390000 -1.086628 -3.085123 -0.415412
1.400000 -1.117317 -3.052063 -0.415574
