#Posizione iniziale=2.000000
#Velocita' iniziale=1.000000
#Pulsazione al quadrato=3.000000
#Tempo massimo di integrazione=100.000000
#Passo di tempo=0.010000
#E' stato utilizzato l'algoritmo di Eulero
#Legenda
#1:t 2:x 3:v 4:dE
0 2.000000 1.000000 0
0.010000 2.010000 0.940000 -0.408914
0.020000 2.019400 0.879700 -0.408736
0.030000 2.028197 0.819118 -0.408559
0.040000 2.036388 0.758272 -0.408381
0.050000 2.043971 0.697180 -0.408204
0.060000 2.050943 0.635861 -0.408026
0.070000 2.057301 0.574333 -0.407849
0.080000 2.063045 0.512614 -0.407671
0.090000 2.068171 0.450723 -0.407494
0.100000 2.072678 0.388678 -0.407316
0.110000 2.076565 0.326497 -0.407138
0.120000 2.079830 0.264200 -0.406960
0.130000 2.082472 0.201805 -0.406782
0.140000 2.084490 0.139331 -0.406604
0.150000 2.085883 0.076797 -0.406426
0.160000 2.086651 0.014220 -0.406248
0.170000 2.086793 -0.048380 -0.406070
0.180000 2.086310 -0.110983 -0.405892
0.190000 2.085200 -0.173573 -0.405714
0.200000 2.083464 -0.236129 -0.405535
0.210000 2.081103 -0.298633 -0.405357
0.220000 2.078116 -0.361066 -0.405179
0.230000 2.074506 -0.423409 -0.405000
0.240000 2.070272 -0.485644 -0.404822
0.250000 2.065415 -0.547752 -0.404643
0.260000 2.059938 -0.609715 -0.404464
0.270000 2.053840 -0.671513 -0.404286
0.280000 2.047125 -0.733128 -0.404107
0.290000 2.039794 -0.794542 -0.403928
0.300000 2.031849 -0.855736 -0.403750
0.310000 2.023291 -0.916691 -0.403571
0.320000 2.014124 -0.977390 -0.403392
0.330000 2.004350 -1.037814 -0.403213
0.340000 1.993972 -1.097944 -0.403034
0.350000 1.982993 -1.157763 -0.402855
0.360000 1.971415 -1.217253 -0.402675
0.370000 1.959243 -1.276396 -0.402496
0.380000 1.946479 -1.335173 -0.402317
0.390000 1.933127 -1.393567 -0.402138
0.400000 1.919191 -1.451561 -0.401958
0.410000 1.904676 -1.509137 -0.401779
0.420000 1.889584 -1.566277 -0.401599
0.430000 1.873922 -1.622965 -0.401420
0.440000 1.857692 -1.679182 -0.401240
0.450000 1.840900 -1.734913 -0.401061
0.460000 1.823551 -1.790140 -0.400881
0.470000 1.805650 -1.844847 -0.400701
0.480000 1.787201 -1.899016 -0.400522
0.490000 1.768211 -1.952632 -0.400342
0.500000 1.748685 -2.005678 -0.400162
0.510000 1.728628 -2.058139 -0.399982
0.520000 1.708046 -2.109998 -0.399802
0.530000 1.686947 -2.161239 -0.399622
0.540000 1.665334 -2.211848 -0.399442
0.550000 1.643216 -2.261808 -0.399262
0.560000 1.620598 -2.311104 -0.399081
0.570000 1.597487 -2.359722 -0.398901
0.580000 1.573889 -2.407647 -0.398721
0.590000 1.549813 -2.454863 -0.398540
0.600000 1.525264 -2.501358 -0.398360
0.610000 1.500251 -2.547116 -0.398179
0.620000 1.474779 -2.592123 -0.397999
0.630000 1.448858 -2.636367 -0.397818
0.640000 1.422495 -2.679832 -0.397638
0.650000 1.395696 -2.722507 -0.397457
0.660000 1.368471 -2.764378 -0.397276
0.670000 1.340827 -2.805432 -0.397095
0.680000 1.312773 -2.845657 -0.396914
0.690000 1.284317 -2.885040 -0.396733
0.700000 1.255466 -2.923570 -0.396553
0.710000 1.226230 -2.961234 -0.396371
0.720000 1.196618 -2.998021 -0.396190
0.730000 1.166638 -3.033919 -0.396009
0.740000 1.136299 -3.068918 -0.395828
0.750000 1.105610 -3.103007 -0.395647
0.760000 1.074579 -3.136175 -0.395465
0.770000 1.043218 -3.168413 -0.395284
0.780000 1.011534 -3.199709 -0.395103
0.790000 0.979536 -3.230055 -0.394921
0.800000 0.947236 -3.259441 -0.394740
0.810000 0.914641 -3.287859 -0.394558
0.820000 0.881763 -3.315298 -0.394377
0.830000 0.848610 -3.341751 -0.394195
0.840000 0.815192 -3.367209 -0.394013
0.850000 0.781520 -3.391665 -0.393831
0.860000 0.747604 -3.415110 -0.393649
0.870000 0.713453 -3.437538 -0.393468
0.880000 0.679077 -3.458942 -0.393286
0.890000 0.644488 -3.479314 -0.393104
0.900000 0.609695 -3.498649 -0.392921
0.910000 0.574708 -3.516940 -0.392739
0.920000 0.539539 -3.534181 -0.392557
0.930000 0.504197 -3.550367 -0.392375
0.940000 0.468693 -3.565493 -0.392193
0.950000 0.433038 -3.579554 -0.392010
0.960000 0.397243 -3.592545 -0.391828
0.970000 0.361317 -3.604462 -0.391645
0.980000 0.325273 -3.615302 -0.391463
0.990000 0.289120 -3.625060 -0.391280
1.000000 0.252869 -3.633734 -0.391098
1.010000 0.216532 -3.641320 -0.390915
1.020000 0.180119 -3.647816 -0.390732
1.030000 0.143640 -3.653219 -0.390550
1.040000 0.107108 -3.657528 -0.390367
1.050000 0.070533 -3.660742 -0.390184
1.060000 0.033926 -3.662858 -0.390001
1.070000 -0.002703 -3.663875 -0.389818
1.080000 -0.039342 -3.663794 -0.389635
1.090000 -0.075980 -3.662614 -0.389452
1.100000 -0.112606 -3.660335 -0.389269
1.110000 -0.149209 -3.656957 -0.389085
