#Posizione iniziale=2.000000
#Velocita' iniziale=1.000000
#Pulsazione al quadrato=3.000000
#Tempo massimo di integrazione=100.000000
#Passo di tempo=0.010000
#E' stato utilizzato l'algoritmo Velvet Velocita'
#Legenda
#1:t 2:x 3:v 4:dE
0 2.000000 1.000000 0
0.010000 2.009700 0.939855 -0.409091
0.020000 2.018797 0.879427 -0.409090
0.030000 2.027289 0.818736 -0.409090
0.040000 2.035172 0.757799 -0.409089
0.050000 2.042445 0.696635 -0.409089
0.060000 2.049104 0.635261 -0.409089
0.070000 2.055150 0.573698 -0.409089
0.080000 2.060578 0.511962 -0.409088
0.090000 2.065389 0.450072 -0.409088
0.100000 2.069580 0.388048 -0.409088
0.110000 2.073150 0.325907 -0.409088
0.120000 2.076098 0.263668 -0.409088
0.130000 2.078423 0.201350 -0.409088
0.140000 2.080125 0.138972 -0.409088
0.150000 2.081203 0.076552 -0.409088
0.160000 2.081656 0.014109 -0.409088
0.170000 2.081485 -0.048338 -0.409088
0.180000 2.080689 -0.110771 -0.409088
0.190000 2.079269 -0.173170 -0.409088
0.200000 2.077226 -0.235517 -0.409088
0.210000 2.074559 -0.297794 -0.409088
0.220000 2.071270 -0.359982 -0.409088
0.230000 2.067360 -0.422061 -0.409088
0.240000 2.062829 -0.484014 -0.409088
0.250000 2.057679 -0.545822 -0.409089
0.260000 2.051912 -0.607465 -0.409089
0.270000 2.045530 -0.668927 -0.409089
0.280000 2.038534 -0.730188 -0.409089
0.290000 2.030926 -0.791230 -0.409090
0.300000 2.022709 -0.852034 -0.409090
0.310000 2.013885 -0.912583 -0.409090
0.320000 2.004458 -0.972859 -0.409091
0.330000 1.994428 -1.032842 -0.409091
0.340000 1.983801 -1.092515 -0.409092
0.350000 1.972578 -1.151861 -0.409092
0.360000 1.960764 -1.210861 -0.409092
0.370000 1.948361 -1.269498 -0.409093
0.380000 1.935374 -1.327754 -0.409094
0.390000 1.921806 -1.385612 -0.409094
0.400000 1.907661 -1.443054 -0.409095
0.410000 1.892945 -1.500063 -0.409095
0.420000 1.877660 -1.556622 -0.409096
0.430000 1.861812 -1.612714 -0.409096
0.440000 1.845406 -1.668322 -0.409097
0.450000 1.828446 -1.723430 -0.409098
0.460000 1.810937 -1.778021 -0.409098
0.470000 1.792885 -1.832078 -0.409099
0.480000 1.774296 -1.885586 -0.409100
0.490000 1.755174 -1.938528 -0.409100
0.500000 1.735525 -1.990888 -0.409101
0.510000 1.715356 -2.042651 -0.409102
0.520000 1.694672 -2.093802 -0.409102
0.530000 1.673480 -2.144324 -0.409103
0.540000 1.651786 -2.194203 -0.409104
0.550000 1.629596 -2.243424 -0.409105
0.560000 1.606917 -2.291972 -0.409105
0.570000 1.583756 -2.339832 -0.409106
0.580000 1.560120 -2.386990 -0.409107
0.590000 1.536017 -2.433432 -0.409108
0.600000 1.511452 -2.479144 -0.409108
0.610000 1.486434 -2.524112 -0.409109
0.620000 1.460970 -2.568323 -0.409110
0.630000 1.435067 -2.611764 -0.409111
0.640000 1.408734 -2.654421 -0.409112
0.650000 1.381979 -2.696281 -0.409112
0.660000 1.354809 -2.737333 -0.409113
0.670000 1.327232 -2.777564 -0.409114
0.680000 1.299257 -2.816961 -0.409115
0.690000 1.270893 -2.855513 -0.409115
0.700000 1.242147 -2.893209 -0.409116
